String,CMC,pCMC,Temperature,Class
O[C@H]([C@H]([C@H]1CSCCCCCCCCCC)O)C(O1)=O,2.2998525866862007e-05,4.6383,20.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CCCC)CCCCC,0.015000301904559475,1.8239,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CCC)CCCCCC,0.012000518202042652,1.9208,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CC)CCCCCCC,0.008499629594496192,2.0706,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(C)CCCCCCCC,0.004499870338721506,2.3468,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCC(C)CCCC(C)C,0.00400036851046125,2.3979,25.0,Nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCC(C)CCCC(C)C)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0.005300294488357957,2.2757,25.0,Nonionic
O[C@@H]1[C@@H]([C@@H](CO)O[C@@H](OCCC(C)CCCC(C)C)[C@@H]1O)OC2[C@H](O)C(O)[C@H](OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](CO)O2,0.005000345349769783,2.301,25.0,Nonionic
O[C@@H]([C@@H]([C@@H](CO)O1)O)C[C@@H]1OCC(N)CCCCCC,0.022998525866862008,1.6383,25.0,Nonionic
O[C@@H]([C@@H]([C@@H](CO)O1)O)C[C@@H]1OCC(N)CCCCCCC,0.007000031591308968,2.1549,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCC)C)=O,0.001299870237388604,2.8861,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCC)C)=O,0.0001399909626568343,3.8539,20.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCC)C)=O,2.3999378768098813e-05,4.6198,20.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O,3.199631767318347e-05,4.4949,20.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,0.0022998525866862007,2.6383,20.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,0.0002499769702178508,3.6021,20.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,3.5999792704335684e-05,4.4437,20.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,9.300365147539596e-06,5.0315,20.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,3.2998940791083514e-06,5.4815,20.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,5.400077590665929e-05,4.2676,20.0,Nonionic
CONC(CCCCCCCCCCC)=O,0.0003599979270433565,3.4437,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCC)=O)C,0.06899220098440474,1.1612,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCCC)=O)C,0.02099906703762426,1.6778,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCCCC)=O)C,0.006700388738077558,2.1739,25.0,Nonionic
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@H]1OCCCCCCCCCC,0.0019998618696327446,2.699,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCC,0.0019998618696327446,2.699,25.0,Nonionic
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@H]1OCCCCCCCCCCCC,0.00016998085132034963,3.7696,25.0,Nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC/C=C\CCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,1.9998618696327447e-05,4.699,25.0,Nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC/C=C\CCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,4.1995233466406554e-05,4.3768,25.0,Nonionic
OC([C@H]([C@H]([C@@H](C(NCCCCCCCCCC)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,0.001299870237388604,2.8861,25.0,Nonionic
CCCCCCCCCCCC(OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@H]2[C@@H]([C@H](C(O[C@@H]2CO)O)O)O)=O,0.0003299894079108348,3.4815,25.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,0.003299894079108348,2.4815,25.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,0.0004499870338721506,3.3468,25.0,Nonionic
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,6.799860450033216e-05,4.1675,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCC,0.006899220098440474,2.1612,25.0,Nonionic
OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(CCCCCCCCCCC)=O)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O,0.0004600446663934779,3.3372,20.0,Nonionic
O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1COC(CCCCCCCCCCC)=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O,0.0009499483658763464,3.0223,20.0,Nonionic
O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1COC(CCCCCCCCCCC)=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@H](O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O3)O)O)O)O)O,0.0022998525866862007,2.6383,20.0,Nonionic
O[C@H]1[C@H](NC(CCCCCCC)=O)O[C@H](CO)[C@H](O)[C@@H]1O,0.04499870338721506,1.3468,25.0,Nonionic
O[C@H]1[C@H](NC(CCCCCCC)=O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.07000031591308968,1.1549,25.0,Nonionic
O[C@@H]([C@H]([C@H](CO)O)O)CSCCCCCC,0.010199995965937202,1.9914,20.0,Nonionic
O[C@@H]([C@H]([C@H](CO)O)O)CSCCCCCCCC,0.0003800143529415859,3.4202,20.0,Nonionic
CCCCCCCNC(OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)OC)=O,0.019498445997580455,1.71,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCCCC,0.00019002030025772323,3.7212,25.0,Nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,6.000673538641165e-07,6.2218,25.0,Nonionic
CC(C)CCCC(C)CCCC(C)CCCC(CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@H](O)[C@H]1O)=O,2.979888402819417e-05,4.5258,20.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCCCC,4.1995233466406554e-05,4.3768,20.0,Nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0.023200641855696324,1.6345,20.0,Nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0.0064998000968302504,2.1871,20.0,Nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,1.6699366644155002e-05,4.7773,20.0,Nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,1.4501068364219735e-06,5.8386,20.0,Nonionic
OC[C@@H]1[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@H](O)[C@@H](O)[C@@H](OCCCCCCCCCCCC)O1,0.00012000518202042658,3.9208,20.0,Nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCC,0.03250124518861835,1.4881,25.0,Nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCC,0.017498466886246573,1.757,25.0,Nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCC,0.018801824734902647,1.7258,25.0,Nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCC,0.030598490346549972,1.5143,25.0,Nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCC,0.005199959965335162,2.284,25.0,Nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCC,0.00400036851046125,2.3979,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCC,0.07229362466614443,1.1409,25.0,Nonionic
O=C[C@@H]([C@H]([C@@H]([C@@H](C(NCCCCCCCC)=O)O)O)O)O,0.003299894079108348,2.4815,25.0,Nonionic
O=C[C@@H]([C@H]([C@H]([C@@H](C(NCCCCCCCC)=O)O)O)O)O,0.00400036851046125,2.3979,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCC,0.22672530771451743,0.6445,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCC,0.08209184188699031,1.0857,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCC,0.027201947619843774,1.5654,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCCC,0.02119824952806448,1.6737,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCCCC,0.0028002705950106355,2.5528,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCCCCC,0.0008999119108700523,3.0458,25.0,Nonionic
O[C@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@@H](SCCCCCCCC)[C@@H]1O,0.008199738454574753,2.0862,25.0,Nonionic
O[C@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@@H](SCCCCCCCCCC)[C@@H]1O,0.0006000673538641164,3.2218,25.0,Nonionic
O=C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)OCCCCCCCC)O,0.0013999096265683432,2.8539,25.0,Nonionic
O=C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)OC(CCCCCCC)=O)O,0.0006099580958722386,3.2147,25.0,Nonionic
OC(COCCCCCCCC)C(O)C(O)CO,0.006700388738077558,2.1739,25.0,Nonionic
OC(COCCCCCCCCCC)C(O)C(O)CO,0.0008100279416803507,3.0915,25.0,Nonionic
CCCCCCCCO[C@@H]([C@H](O)[C@@H](CO)OC1O)[C@H]1O,0.0012000518202042658,2.9208,25.0,Nonionic
CCCCCCCCCCO[C@@H]([C@H](O)[C@@H](CO)OC1O)[C@H]1O,0.0007800096937165005,3.1079,25.0,Nonionic
CCCCCCCCCCCCO[C@@H]([C@H](O)[C@@H](CO)OC1O)[C@H]1O,0.00022998525866862007,3.6383,25.0,Nonionic
CCCCCCCCCCCCCCO[C@@H]([C@H](O)[C@@H](CO)OC1O)[C@H]1O,0.00018001139604180113,3.7447,25.0,Nonionic
CCCCCCCCCCCCCCCCCC(=O)[O-].[Na+],0.0017999999999999997,2.744727494896694,30.0,Anionic
CCCCCCCCCCCCCCCCCC(=O)[O-].[Na+],0.0017999999999999997,2.744727494896694,50.0,Anionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.002409999999999997,2.617982957425132,15.0,Nonionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.0021999999999999997,2.657577319177794,25.0,Nonionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.0020499999999999997,2.688246138944246,35.0,Nonionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.002099999999999999,2.677780705266081,45.0,Nonionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.002270000000000001,2.643974142806877,55.0,Nonionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.0025700000000000033,2.590066876668705,65.0,Nonionic
CCCCCCCCOCCOCCOCCO,0.009299999999999992,2.031517051446065,15.0,Nonionic
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],0.027399999999999997,1.562249437179612,30.0,Anionic
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],0.026699999999999984,1.573488738635425,35.0,Anionic
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],0.02630000000000001,1.580044251510242,40.0,Anionic
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],0.026399999999999986,1.5783960731301692,45.0,Anionic
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],0.026999999999999975,1.568636235841013,50.0,Anionic
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],0.02789999999999999,1.5543957967264026,55.0,Anionic
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],0.03069999999999997,1.512861624522814,70.0,Anionic
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+],0.03539999999999999,1.4509967379742124,85.0,Anionic
CCCCCCOCCOCCOCCOCCOCCO,0.09249999999999978,1.0338582672609684,20.0,Nonionic
CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.005549999999999995,2.255707016877324,19.85,Cationic
CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.006260000000000005,2.20342566678957,29.85,Cationic
CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.007079999999999998,2.149966742310231,39.85,Cationic
CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.005500000000000004,2.259637310505756,15.0,Cationic
CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.005400000000000007,2.267606240177031,20.0,Cationic
CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.005500000000000004,2.259637310505756,25.0,Cationic
CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.005599999999999992,2.2518119729938,30.0,Cationic
CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.005799999999999994,2.236572006437063,35.0,Cationic
CCCCCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],0.0005000000000000004,3.301029995663981,32.6,Anionic
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],0.0006510000000000003,3.186419011431808,25.0,Cationic
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],0.00033100000000000013,3.480172006224281,40.0,Cationic
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],0.0002149999999999998,3.667561540084395,60.0,Cationic
CCCCCCCCCCCCCC[NH3+].[Cl-],0.0037,2.431798275933005,30.0,Cationic
CCCCCCCCCCCCCC[NH3+].[Cl-],0.003100000000000003,2.508638306165727,40.0,Cationic
CCCCCCCCCCCCCC[NH3+].[Cl-],0.004500000000000003,2.346787486224656,60.0,Cationic
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],0.0006399999999999998,3.193820026016113,30.0,Anionic
CCCCCCCCCC(=O)[O-].[Na+],0.11300000000000006,0.94692155651658,15.0,Anionic
CCCCCCCCCC(=O)[O-].[Na+],0.1092999999999999,0.9613798380502976,20.0,Anionic
CCCCCCCCCC(=O)[O-].[Na+],0.10379999999999996,0.9838026464875611,30.0,Anionic
CCCCCCCCCC(=O)[O-].[Na+],0.10200000000000009,0.991399828238082,35.0,Anionic
CCCCCCCCCC(=O)[O-].[Na+],0.1013000000000001,0.9943905546397191,40.0,Anionic
CCCCCCCCCC(=O)[O-].[Na+],0.10200000000000009,0.991399828238082,45.0,Anionic
CCCCCCCCCC(=O)[O-].[Na+],0.10310000000000004,0.9867413347164833,50.0,Anionic
CCCCCCCCCC(=O)[O-].[Na+],0.1058000000000001,0.9755143323008326,55.0,Anionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,9.000000000000003e-05,4.045757490560675,10.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,5.899999999999998e-05,4.229147988357856,40.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,4.000000000000005e-05,4.3979400086720375,20.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,5.7000000000000064e-05,4.2441251443275085,23.0,Nonionic
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.000977,3.010105436281227,19.85,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.0011100000000000016,2.954677021213342,29.85,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.0012199999999999993,2.913640169325252,39.85,Cationic
CCCCCCCCCCOC(=O)CCS(=O)(=O)[O-].[Na+],0.011000000000000008,1.9586073148417746,30.0,Anionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0.0025300000000000006,2.596879478824182,10.0,Nonionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0.002089999999999999,2.679853713888946,20.0,Nonionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0.0020300000000000006,2.692503962086787,37.0,Nonionic
CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0.0021300000000000017,2.671620396561262,50.0,Nonionic
CCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],0.004500000000000003,2.346787486224656,6.0,Cationic
CCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],0.004500000000000003,2.346787486224656,45.0,Cationic
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO,0.00013400000000000017,3.872895201635192,15.0,Nonionic
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO,0.00013000000000000007,3.886056647693163,35.0,Nonionic
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO,0.0001410000000000001,3.85078088734462,45.0,Nonionic
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO,0.00015900000000000026,3.798602875679548,55.0,Nonionic
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO,0.0001720000000000001,3.764471553092451,65.0,Nonionic
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO,0.00019100000000000025,3.718966632752272,75.0,Nonionic
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO,0.00021300000000000016,3.671620396561262,85.0,Nonionic
CCCCCCCCC=CCCCCCCCC(=O)[O-].[K+],0.0012000000000000008,2.920818753952375,50.0,Anionic
CCCCCCCCCCCCC(=O)OCCS(=O)(=O)[O-].[Na+],0.003399999999999998,2.468521082957745,40.0,Anionic
CCCCCCCCCCCCC(=O)OCCS(=O)(=O)[O-].[Na+],0.0021999999999999997,2.657577319177794,30.0,Anionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.2000000000000005e-05,4.494850021680094,15.0,Nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.999999999999999e-05,4.698970004336019,40.0,Nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.7999999999999986e-05,4.552841968657781,20.0,Nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.6999999999999975e-05,4.568636235841013,30.0,Nonionic
CCCCCCCCCCCCN1C=C[N+](=C1)C.[Br-],0.00919000000000001,2.036684488613888,25.0,Cationic
CCCCCCCCCCCCN1C=C[N+](=C1)C.[Br-],0.01023,1.9901243662878398,35.0,Cationic
CCCCCCCCCCCCN1C=C[N+](=C1)C.[Br-],0.011059999999999992,1.9562448730313209,45.0,Cationic
CCCCCCCCC(C(=O)[O-])C(=O)[O-].[K+].[K+],0.35,0.4559319556497244,25.0,Anionic
CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.00023099999999999984,3.636388020107856,50.0,Anionic
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],0.004730000000000004,2.325138859262188,10.0,Anionic
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],0.004780000000000004,2.320572103387881,50.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.09021999999999993,1.0446971772383087,15.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.08671999999999999,1.0618807308056883,20.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.08241999999999998,1.0839673898114306,25.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.08077000000000008,1.0927499171186712,30.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.07971000000000006,1.0984871908700597,35.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.07926999999999992,1.100891141806601,40.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.07984999999999992,1.0977250795254987,45.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.08273999999999997,1.0822844834405068,54.0,Anionic
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+],0.08625999999999996,1.0641905461900674,59.8,Anionic
CCCCCCCCCCCCOCCOCCOCCO,6.300000000000003e-05,4.200659450546418,10.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCO,5.599999999999995e-05,4.2518119729938,40.0,Nonionic
CCCCCCCCCCCCC(=O)NC(C)C(=O)[O-].[Na+],0.009500000000000005,2.022276394711152,25.0,Anionic
CCCCCCCCCCCCC(=O)NC(C)C(=O)[O-].[Na+],0.009900000000000006,2.00436480540245,35.0,Anionic
CCCCCCCCCCCCC(=O)NC(C)C(=O)[O-].[Na+],0.009399999999999964,2.026872146400303,45.0,Anionic
CCCCCCCCCCCCC(=O)NC(C)C(=O)[O-].[Na+],0.008400000000000006,2.075720713938118,55.0,Anionic
CCCCCCCCCCCCC(=O)NC(C)C(=O)[O-].[Na+],0.0062,2.207608310501746,65.0,Anionic
CCCCCCCCS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0.009299999999999992,2.031517051446065,19.85,Nonionic
CCCCCCCCS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0.008500000000000002,2.070581074285707,24.85,Nonionic
CCCCCCCCS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0.007500000000000001,2.1249387366083,29.85,Nonionic
